company_symbol,sector,ev_ebitda,revenue_growth,profit_margin,gross_profit_margin,return_on_equity,fixed_asset_turnover,asset_turnover,debt_to_equity,capex_to_revenue,r_and_d_to_revenue,dividend_yield,current_ratio,debt_to_equity_squared,current_ratio_squared,positive_roe,return_on_equity_x_positive_roe
CAAS,Consumer Cyclical,1.0886,-0.0058,0.005,0.131839051,0.0083,3.820920579,0.718549918,0.2142,0.0499,0.0676,0.0,1.452,0.04588164,2.108304,1,0.0083
CINR,Basic Materials,6.1247,-0.0213,0.103,0.212245737,0.3242,1.824896888,1.11988035,0.6433,0.081,0.0,0.1057,2.19,0.41383488999999996,4.7961,1,0.3242
CIX,Industrials,5.1751,0.0552,0.13,0.323735165,0.1025,3.716113416,0.710314909,0.0,0.0264,0.0,0.0147,5.581,0.0,31.147561000000003,1,0.1025
CODA,Industrials,14.0708,-0.0003,0.277,0.702706062,0.2046,3.434769431,0.62705477,0.083,0.0354,0.1427,0.0,5.591,0.006889000000000001,31.259281,1,0.2046
CYAN,Consumer Defensive,10.689,0.0647,0.03,0.39193903,0.0566,2.168234397,1.148382536,0.3836,0.0295,0.0165,0.0,2.386,0.14714896,5.692996000000001,1,0.0566
DVD,Consumer Cyclical,5.2324,0.0059,0.147,0.37729709,0.1095,0.655695638,0.595493521,0.0,-0.0841,0.0,0.0426,1.374,0.0,1.8878760000000003,1,0.1095
DYSL,Technology,14.7424,0.0911,0.043,0.374523733,0.0837,5.023586071,1.290149689,0.1623,0.057,0.0202,0.0,1.849,0.02634129,3.4188009999999998,1,0.0837
EEI,Industrials,40.4963,-0.0562,-0.003,0.43710026,-0.0086,23.43255814,1.716557194,0.003,0.008,0.0,0.0304,2.67,9e-06,7.1289,0,-0.0
ELMD,Healthcare,11.2668,0.0946,0.065,0.769168256,0.0811,9.157062436,1.033387873,0.0487,0.0186,0.0089,0.0,4.848,0.00237169,23.503104,1,0.0811
ESCA,Consumer Cyclical,5.289,-0.0088,0.116,0.256172488,0.1593,11.34210866,1.175573642,0.0,0.016,0.0,0.0437,5.26,0.0,27.667599999999997,1,0.1593
EVK,Consumer Cyclical,1.6221,0.0792,0.027,0.328544864,0.1047,15.76755142,1.777881722,0.2572,0.0272,0.0,0.0,1.577,0.06615183999999999,2.486929,1,0.1047
FRD,Basic Materials,5.1397,0.5582,0.032,0.082117981,0.0574,8.552680322,1.483801238,0.0,0.0029,0.0,0.0069,6.098,0.0,37.185604,1,0.0574
FSI,Basic Materials,4.4931,0.1507,0.14,0.316151788,0.146,6.955794981,0.571530077,0.4777,0.0101,0.0076,0.0,3.474,0.22819729000000002,12.068676000000002,1,0.146
GEVO,Basic Materials,0.233,0.1935,-0.851,-0.264887564,-0.3151,0.490229131,0.307030411,0.1414,0.0679,0.1635,0.0,7.318,0.019993959999999998,53.553124,0,-0.0
HNRG,Basic Materials,4.869,0.0807,0.026,0.266367349,0.0299,0.711415333,0.569461822,0.7103,0.1193,0.004,0.0316,1.64,0.50452609,2.6895999999999995,1,0.0299
HURC,Technology,5.3658,0.2339,0.071,0.305337063,0.0964,23.2017131,0.953279414,0.0064,0.0189,0.0,0.0106,3.242,4.096e-05,10.510564,1,0.0964
HWCC,Industrials,9.5504,0.1233,0.024,0.238772845,0.0858,31.15031425,1.757427717,0.7084,0.0042,0.0,0.0,5.14,0.50183056,26.419599999999996,1,0.0858
IDSA,Industrials,5.4903,0.1108,-0.006,0.066548678,-0.0317,6.235744942,2.714546263,0.7727,0.0077,0.0,0.0,1.74,0.5970652900000001,3.0276,0,-0.0
IEC,Technology,15.7055,0.2122,0.089,0.12108072,0.4102,5.814122327,1.292698567,0.9767,0.0336,0.0,0.0,1.515,0.95394289,2.295225,1,0.4102
IKNX,Basic Materials,14.3314,0.0563,0.008,0.343370273,0.0106,2.252842824,1.045606812,0.2251,0.0298,0.0372,0.0,6.872,0.050670009999999994,47.224384,1,0.0106
INOD,Technology,6.1332,-0.0576,0.0,0.319986764,0.0001,8.427711728,1.246835031,0.1194,0.0354,0.0,0.0,1.908,0.014256360000000001,3.6404639999999997,1,0.0001
ISIG,Consumer Cyclical,2.4529,0.2575,0.042,0.377933566,0.0857,10.17013464,1.38755062,0.0,0.0392,0.0,0.0,3.1,0.0,9.610000000000001,1,0.0857
JVA,Consumer Defensive,9.7575,0.1754,0.012,0.172240267,0.0426,38.5733067,2.334426385,0.2544,0.0042,0.0,0.0,2.749,0.06471936,7.5570010000000005,1,0.0426
KTCC,Technology,12.8934,-0.0459,-0.003,0.076556836,-0.0112,16.20161173,1.810431269,0.2964,0.0078,0.0139,0.0,1.967,0.08785296,3.8690890000000002,0,-0.0
LAKE,Healthcare,10.8104,0.1138,0.005,0.377165658,0.0053,10.92126522,1.015402355,0.0203,0.0094,0.0,0.0,7.371,0.00041208999999999994,54.331641000000005,1,0.0053
LAWS,Industrials,19.3667,0.143,0.018,0.542105098,0.0627,14.8478427,1.773528725,0.1617,0.0072,0.0,0.0,1.615,0.026146890000000002,2.608225,1,0.0627
LIVE,Industrials,3.7283,0.3129,0.03,0.371675175,0.1501,7.132039337,1.408125606,1.9921,0.0436,0.0,0.0,1.757,3.96846241,3.0870489999999995,1,0.1501
LTRX,Technology,32.9574,0.019,0.015,0.557393594,0.0286,43.996139,1.346329936,0.0002,0.005,0.1701,0.0,2.393,4e-08,5.726448999999999,1,0.0286
LXFR,Industrials,9.7298,0.1056,0.051,0.2502562,0.1356,3.893854749,1.193493151,0.4183,0.0283,0.0131,0.0284,1.986,0.17497489,3.944196,1,0.1356
MAYS,Real Estate,19.3967,-0.0127,0.154,0.42622332,0.056,0.379991103,0.28996642,0.1023,0.1598,0.0,0.0,3.081,0.01046529,9.492561,1,0.056
MICR,Healthcare,16.9735,-0.0267,-0.056,0.118767915,-0.2687,3.812518792,1.593137524,1.4609,0.0406,0.0055,0.0,1.53,2.13422881,2.3409,0,-0.0
NATR,Consumer Defensive,7.8162,0.0666,-0.002,0.737696335,-0.0071,5.694728462,1.890050566,0.0127,-0.0006,0.0,0.0,1.602,0.00016129,2.5664040000000004,0,-0.0
NSYS,Technology,6.8353,0.0092,0.001,0.117412014,0.0079,11.1387306,1.890760507,0.7092,0.0123,0.0,0.0,1.842,0.5029646400000001,3.392964,1,0.0079
OCC,Technology,13.1657,0.3703,0.012,0.317359074,0.0399,7.838591676,2.037859125,0.3513,0.0084,0.0,0.0,4.418,0.12341169,19.518724000000002,1,0.0399
ODC,Basic Materials,10.5661,0.0141,0.031,0.270383459,0.0625,3.067838443,1.366330734,0.0697,0.0565,0.0,0.0217,2.682,0.00485809,7.193124,1,0.0625
OFLX,Industrials,18.3662,0.064,0.186,0.610231459,0.3048,12.9282645,1.247328297,0.0,0.0178,0.0444,0.0174,4.0,0.0,16.0,1,0.3048
PATI,Industrials,4.2059,0.0169,0.045,0.713391487,0.0977,3.36365781,1.633771145,0.0119,0.0226,0.0,0.0,3.094,0.00014161000000000002,9.572835999999999,1,0.0977
PDEX,Healthcare,6.3609,0.0238,0.072,0.353572223,0.0938,12.8005698,1.127930913,0.0024,0.0398,0.0843,0.0,6.722,5.759999999999999e-06,45.185284,1,0.0938
PFIN,Industrials,8.765,0.1021,0.013,0.356750519,0.0188,6.649104859,1.16926924,0.056,0.0285,0.0,0.0259,3.259,0.0031360000000000003,10.621081,1,0.0188
PMD,Healthcare,7.5639,0.0749,0.107,0.483151333,0.2445,4.193180702,1.708737087,0.0868,0.031,0.0363,0.0435,3.416,0.00753424,11.669056,1,0.2445
RMCF,Consumer Defensive,10.4152,-0.0058,0.078,0.443811408,0.1516,6.174702087,1.315613669,0.1293,0.0143,0.0,0.0295,1.897,0.01671849,3.598609,1,0.1516
SCX,Industrials,4.1813,0.0449,-0.017,0.321534891,-0.0413,5.924522101,1.186750491,0.2386,0.0266,0.0,0.0308,4.324,0.05692996,18.696976,0,-0.0
SGA,Consumer Cyclical,6.3295,0.0565,0.11,0.249156847,0.074,2.11205861,0.502376478,0.1081,0.0474,0.0,0.0436,2.961,0.01168561,8.767520999999999,1,0.074
SMTX,Technology,22.7355,0.5523,-0.002,0.100221625,-0.0139,7.675106534,0.976969253,2.9077,0.0202,0.0,0.0,1.252,8.454719290000002,1.567504,0,-0.0
SSKN,Healthcare,20.4284,-0.0601,-0.097,0.573438285,-0.0931,5.631956235,0.628433705,0.2367,0.059,0.0357,0.0,2.694,0.056026889999999996,7.257636,0,-0.0
SSY,Healthcare,32.6004,-0.1516,-0.035,0.514941715,-0.0927,7.667740841,1.727116443,0.1779,0.0318,0.0,0.0,2.703,0.03164841,7.306208999999999,0,-0.0
SVT,Technology,4.8879,0.1547,0.073,0.252523142,0.111,4.030063158,1.148062852,0.0994,0.039,0.0,0.0161,4.855,0.009880360000000001,23.571025000000006,1,0.111
SXI,Industrials,12.8113,0.1892,0.048,0.349927056,0.0812,5.626447778,0.840245295,0.4298,0.0291,0.0,0.0068,2.38,0.18472804,5.6644,1,0.0812
TACT,Technology,8.235,-0.0306,0.099,0.489915181,0.1968,24.02596831,1.561591715,0.0,0.027,0.0838,0.0401,4.077,0.0,16.621928999999998,1,0.1968
TAYD,Industrials,19.2139,-0.0459,0.018,0.24315445,0.0132,2.452182626,0.616633043,0.0,0.0385,0.0,0.0,4.795,0.0,22.992024999999998,1,0.0132
TRNS,Technology,8.8422,0.0781,0.038,0.241335301,0.1153,9.077350652,1.602332115,0.445,0.0378,0.0,0.0,1.916,0.198025,3.6710559999999997,1,0.1153
USAP,Basic Materials,5.1507,0.2629,0.042,0.147760885,0.045,1.439053328,0.724349032,0.1972,0.0601,0.0,0.0,2.955,0.03888783999999999,8.732025,1,0.045
VIRC,Industrials,9.3716,0.0915,-0.017,0.345882179,-0.0547,4.459898214,1.623067491,0.2841,0.0707,0.0,0.0032,2.01,0.08071281000000001,4.040099999999999,0,-0.0
VNCE,Consumer Cyclical,1.7769,0.0163,0.215,0.446797661,0.7837,8.62382941,1.162228078,0.6511,0.0124,0.0,0.0,1.806,0.42393121,3.261636,1,0.7837
VTNR,Industrials,7.1542,0.2421,-0.044,0.16271865,-0.081,3.821944258,2.147335847,0.7287,0.0138,0.0,0.0,1.385,0.53100369,1.918225,0,-0.0
WHLM,Industrials,11.6555,0.0636,0.011,0.285815211,0.0328,30.32761979,1.800481047,0.1005,0.0057,0.0,0.0,1.299,0.010100250000000002,1.687401,1,0.0328
WTT,Technology,11.5656,0.1456,0.001,0.457812382,0.0011,20.47633825,1.19519098,0.063,0.0162,0.093,0.0,1.94,0.003969,3.7636,1,0.0011
WVVI,Consumer Defensive,5.3897,0.1068,0.08,0.640453473,0.0601,0.703363851,0.375386907,0.1756,0.228,0.0,0.0,5.307,0.030835360000000003,28.164249000000005,1,0.0601
XELB,Consumer Cyclical,5.499,0.1186,0.031,0.923814357,0.0109,11.07620237,0.25689017,0.196,0.0416,0.0,0.0,1.481,0.038416000000000006,2.1933610000000003,1,0.0109
